class,person_id,cycle_id,handedness,frame_id,0x,0y,0z,1x,1y,1z,2x,2y,2z,3x,3y,3z,4x,4y,4z,5x,5y,5z,6x,6y,6z,7x,7y,7z,8x,8y,8z,9x,9y,9z,10x,10y,10z,11x,11y,11z,12x,12y,12z,13x,13y,13z,14x,14y,14z,15x,15y,15z,16x,16y,16z,17x,17y,17z,18x,18y,18z,19x,19y,19z,20x,20y,20z,class_numeric
a,10,5,1,28,0.6622140407562256,0.4074721336364746,-5.443225603585233e-08,0.6507967114448547,0.3958204388618469,-0.008167299441993237,0.6425190567970276,0.38261544704437256,-0.01460374053567648,0.6383187770843506,0.37141916155815125,-0.021327883005142212,0.6327968835830688,0.3640006184577942,-0.028163950890302658,0.655174195766449,0.35171929001808167,-0.010348102077841759,0.6544813513755798,0.325326532125473,-0.019034165889024734,0.6546810865402222,0.3293752074241638,-0.025305140763521194,0.6554335951805115,0.34180283546447754,-0.028607457876205444,0.6662080883979797,0.3530537486076355,-0.010539657436311245,0.6678721904754639,0.323172390460968,-0.018781166523694992,0.6668521761894226,0.3304618000984192,-0.023734916001558304,0.6652078628540039,0.34876924753189087,-0.026215555146336555,0.6759549379348755,0.35721299052238464,-0.011636203154921532,0.678253710269928,0.33072036504745483,-0.01851687952876091,0.67585289478302,0.33837956190109253,-0.021362023428082466,0.6727554798126221,0.3566359281539917,-0.02200509048998356,0.685190737247467,0.3641577363014221,-0.013556420803070068,0.6883193850517273,0.3411411941051483,-0.01835736818611622,0.6868199110031128,0.341709703207016,-0.019740203395485878,0.6839960217475891,0.35293692350387573,-0.0199112705886364,0
a,10,5,1,29,0.6593821048736572,0.40499693155288696,-2.7682375502990908e-08,0.6481702327728271,0.39264610409736633,-0.009790648706257343,0.6398090124130249,0.3779483437538147,-0.016554586589336395,0.6347338557243347,0.3650103509426117,-0.023451784625649452,0.6283054351806641,0.3575523793697357,-0.03016553446650505,0.6500089168548584,0.34611716866493225,-0.009807751514017582,0.6485736966133118,0.3190222680568695,-0.019167663529515266,0.6490614414215088,0.3219953775405884,-0.02590874210000038,0.6496686935424805,0.33494308590888977,-0.02925771474838257,0.661072850227356,0.3464886546134949,-0.009331224486231804,0.6615143418312073,0.31626754999160767,-0.018539223819971085,0.6611699461936951,0.3216424286365509,-0.024454887956380844,0.6601296067237854,0.3394080698490143,-0.027284696698188782,0.6710100173950195,0.3497583270072937,-0.010133201256394386,0.6731113195419312,0.3230700194835663,-0.0182938352227211,0.6714529395103455,0.3287527561187744,-0.022487517446279526,0.6686968803405762,0.34721359610557556,-0.02362757734954357,0.680424153804779,0.3559055030345917,-0.011884136125445366,0.6835634112358093,0.3340141177177429,-0.017807312309741974,0.6825826168060303,0.33358636498451233,-0.020505012944340706,0.6799665689468384,0.34469377994537354,-0.02137047052383423,0
a,10,5,1,30,0.6562384963035583,0.40082797408103943,-6.256829010453657e-08,0.6449848413467407,0.38965436816215515,-0.009009086526930332,0.6361958980560303,0.37448471784591675,-0.015354135073721409,0.6302685737609863,0.3617132604122162,-0.021876031532883644,0.6236141920089722,0.3544246554374695,-0.028428107500076294,0.6477614045143127,0.34234708547592163,-0.009816319681704044,0.6457309126853943,0.3153265714645386,-0.018405044451355934,0.6456215381622314,0.31989777088165283,-0.02454163134098053,0.6460835337638855,0.33334699273109436,-0.027784371748566628,0.6586162447929382,0.34218883514404297,-0.009561731480062008,0.6587461233139038,0.3110256493091583,-0.01836485043168068,0.6575194001197815,0.3195090889930725,-0.023851754143834114,0.6563647985458374,0.33906134963035583,-0.026504358276724815,0.6685658693313599,0.3449118733406067,-0.010383072309195995,0.6695170998573303,0.31625086069107056,-0.018030643463134766,0.6671739816665649,0.32401642203330994,-0.02158018946647644,0.6647846698760986,0.3432425856590271,-0.02252412959933281,0.6781854033470154,0.3510035574436188,-0.0120686125010252,0.6805636882781982,0.326218843460083,-0.01764676161110401,0.6781116127967834,0.3274303376674652,-0.019561417400836945,0.6748824119567871,0.3401581943035126,-0.02000468783080578,0
a,10,5,1,31,0.6539068222045898,0.3992581069469452,-9.083318275315833e-08,0.6426475644111633,0.3856450021266937,-0.00671572657302022,0.6339800357818604,0.36886316537857056,-0.011552935466170311,0.6276693940162659,0.35469159483909607,-0.01718636229634285,0.6199092864990234,0.3492213189601898,-0.022702474147081375,0.6446322798728943,0.338849276304245,-0.004883913788944483,0.643311619758606,0.31441497802734375,-0.012251266278326511,0.6426490545272827,0.3251022696495056,-0.01745723932981491,0.6434227228164673,0.3404199779033661,-0.020005611702799797,0.655619204044342,0.3391250669956207,-0.005509076174348593,0.6550956964492798,0.3118489384651184,-0.013437661342322826,0.65318763256073,0.32645291090011597,-0.017910096794366837,0.6526147127151489,0.34662774205207825,-0.019598377868533134,0.665587306022644,0.34134531021118164,-0.007246674969792366,0.666093647480011,0.31498852372169495,-0.01403752900660038,0.6632964015007019,0.3280844986438751,-0.016252683475613594,0.6612581610679626,0.3483719825744629,-0.016061345115303993,0.6749750375747681,0.34579330682754517,-0.009786861948668957,0.6776421666145325,0.32177188992500305,-0.01379479467868805,0.6753014922142029,0.32358798384666443,-0.014376007951796055,0.6723802089691162,0.3349902331829071,-0.01390676200389862,0
a,10,5,1,32,0.6515547037124634,0.3967026472091675,-1.1353709084005459e-07,0.6402535438537598,0.3840070962905884,-0.0075238365679979324,0.6313087940216064,0.3653644323348999,-0.012477918528020382,0.6251773238182068,0.3501104712486267,-0.018110396340489388,0.6168895959854126,0.34477418661117554,-0.023311592638492584,0.6431151032447815,0.33818164467811584,-0.005205052904784679,0.6409247517585754,0.3187580406665802,-0.013127971440553665,0.6394754648208618,0.33657917380332947,-0.01824955642223358,0.640204668045044,0.35401731729507446,-0.020459109917283058,0.6540234088897705,0.33913862705230713,-0.005553687456995249,0.651641845703125,0.3189002275466919,-0.013954252935945988,0.6494553089141846,0.33894896507263184,-0.01777416095137596,0.6492391228675842,0.35875287652015686,-0.01891428604722023,0.6636729836463928,0.3408632278442383,-0.007264027372002602,0.6624452471733093,0.31957894563674927,-0.014816542156040668,0.6594900488853455,0.33695900440216064,-0.016686201095581055,0.6574929356575012,0.35716739296913147,-0.015986932441592216,0.6724051833152771,0.3436463475227356,-0.00986870750784874,0.6742296814918518,0.31993189454078674,-0.013936217874288559,0.6722067594528198,0.3228468894958496,-0.014177164994180202,0.6692222952842712,0.33327558636665344,-0.013407294638454914,0
b,10,5,1,09,0.6276185512542725,0.4067087769508362,-7.08263101500961e-08,0.6166378855705261,0.39732876420021057,-0.009079908020794392,0.6053908467292786,0.3851051926612854,-0.015771035104990005,0.6007733345031738,0.37127572298049927,-0.02234313264489174,0.6039848327636719,0.36072900891304016,-0.028719568625092506,0.6113564372062683,0.3419515788555145,-0.007931034080684185,0.6062255501747131,0.3171565532684326,-0.014833083376288414,0.6022774577140808,0.30486705899238586,-0.02114427089691162,0.5996593236923218,0.2916557788848877,-0.025959370657801628,0.619629442691803,0.3384380638599396,-0.007765915710479021,0.6137557029724121,0.31024155020713806,-0.013075356371700764,0.6093352437019348,0.2945362329483032,-0.01803985983133316,0.6058677434921265,0.28050315380096436,-0.022524802014231682,0.6278850436210632,0.34100985527038574,-0.008846336975693703,0.6232035160064697,0.3143545389175415,-0.014539656229317188,0.6188066005706787,0.299283891916275,-0.018197981640696526,0.6143194437026978,0.2861882746219635,-0.021003959700465202,0.6367859244346619,0.3491872549057007,-0.010860956273972988,0.6342864036560059,0.32796210050582886,-0.01561837736517191,0.6314964890480042,0.3148097097873688,-0.01765030063688755,0.6280375719070435,0.3027402460575104,-0.019312730059027672,1
b,10,5,1,10,0.6274259090423584,0.4074745178222656,-6.881467840003097e-08,0.616594135761261,0.3987385034561157,-0.00923764519393444,0.6053727865219116,0.3866497576236725,-0.01591445878148079,0.6016300320625305,0.37263059616088867,-0.022414179518818855,0.6064836978912354,0.36235707998275757,-0.02871478535234928,0.6111053824424744,0.3432919383049011,-0.008246281184256077,0.6057500243186951,0.31875622272491455,-0.015037799254059792,0.602062463760376,0.3061526119709015,-0.02120695635676384,0.5997636318206787,0.2929677963256836,-0.025933604687452316,0.6192192435264587,0.33868086338043213,-0.007937298156321049,0.6134403347969055,0.3098817765712738,-0.013050560839474201,0.6093019247055054,0.2938622236251831,-0.01769702136516571,0.6059691905975342,0.2804372310638428,-0.021946502849459648,0.6273502111434937,0.34079861640930176,-0.008875873871147633,0.6228342652320862,0.3134240508079529,-0.014484204351902008,0.6185896396636963,0.2980078458786011,-0.018068896606564522,0.6141872406005859,0.28496506810188293,-0.02082035318017006,0.6362088918685913,0.34908172488212585,-0.010755104944109917,0.6339167356491089,0.32758262753486633,-0.015599830076098442,0.6312558054924011,0.3139253854751587,-0.017751699313521385,0.6278475522994995,0.3013637065887451,-0.019465748220682144,1
b,10,5,1,11,0.6264910101890564,0.406522274017334,-7.401667545536839e-08,0.6162928938865662,0.3991515040397644,-0.008722331374883652,0.6061622500419617,0.3878404498100281,-0.014905085787177086,0.603451132774353,0.37510594725608826,-0.020981036126613617,0.6075499057769775,0.3658706247806549,-0.02690061181783676,0.6114433407783508,0.3437269628047943,-0.007494424004107714,0.6061851978302002,0.3183283805847168,-0.014088400639593601,0.6025627255439758,0.30530110001564026,-0.020086925476789474,0.6003131866455078,0.29202091693878174,-0.024644043296575546,0.6192823648452759,0.339091420173645,-0.0073398202657699585,0.6135134100914001,0.31017595529556274,-0.012260775081813335,0.6094421148300171,0.2937380075454712,-0.016764136031270027,0.6063737869262695,0.2802761197090149,-0.020844556391239166,0.6272217631340027,0.34136301279067993,-0.008419107645750046,0.6226395964622498,0.31396418809890747,-0.013797520659863949,0.6185657978057861,0.2980096638202667,-0.01723233237862587,0.6147928237915039,0.2844436764717102,-0.019831206649541855,0.6360169053077698,0.34989863634109497,-0.010415651835501194,0.6333969235420227,0.3281916081905365,-0.01502051018178463,0.6309083104133606,0.3141176104545593,-0.017007125541567802,0.6281170845031738,0.3011878728866577,-0.01856251060962677,1
b,10,5,1,12,0.6281915307044983,0.4082871675491333,-4.3275800720721236e-08,0.6166800856590271,0.40187960863113403,-0.008322088979184628,0.6056270003318787,0.39080145955085754,-0.014248494058847427,0.6035816073417664,0.37849318981170654,-0.020002368837594986,0.608962893486023,0.36982089281082153,-0.025592293590307236,0.6090285778045654,0.34648481011390686,-0.007855073548853397,0.6040946245193481,0.31971484422683716,-0.014098964631557465,0.6014987230300903,0.3057144582271576,-0.019250469282269478,0.6000239253044128,0.2918815612792969,-0.023215604946017265,0.6173354983329773,0.3421363830566406,-0.007910369895398617,0.6123396754264832,0.3130168914794922,-0.013099216856062412,0.6086883544921875,0.29598769545555115,-0.017453838139772415,0.6059824228286743,0.28114235401153564,-0.02117546834051609,0.6257441639900208,0.34428083896636963,-0.009085449390113354,0.6217780113220215,0.3170946538448334,-0.014550057239830494,0.6179404258728027,0.30109214782714844,-0.018158983439207077,0.6143728494644165,0.28709232807159424,-0.020722679793834686,0.6351039409637451,0.35203778743743896,-0.011084280908107758,0.6326997876167297,0.3300056457519531,-0.015756795182824135,0.6303229928016663,0.31605345010757446,-0.01801922358572483,0.6278584003448486,0.3028939366340637,-0.019673550501465797,1
b,10,5,1,13,0.6264570355415344,0.41405656933784485,-4.7869992414462104e-08,0.6162610650062561,0.4059050679206848,-0.009774666279554367,0.6056642532348633,0.3933145999908447,-0.016389524564146996,0.6032539010047913,0.37937191128730774,-0.022673191502690315,0.6085729598999023,0.3704056143760681,-0.028741683810949326,0.6094462275505066,0.3488161563873291,-0.00819895789027214,0.6040171384811401,0.3229207992553711,-0.014769753441214561,0.6007030010223389,0.3085131347179413,-0.02070585824549198,0.5987246036529541,0.29431116580963135,-0.025318719446659088,0.6178000569343567,0.34433940052986145,-0.007631531450897455,0.6124312281608582,0.3145850598812103,-0.012719834223389626,0.6088141202926636,0.29796215891838074,-0.017308445647358894,0.6058650016784668,0.2842080295085907,-0.021409152075648308,0.6261186003684998,0.3463471531867981,-0.008389405906200409,0.6216315031051636,0.3172694146633148,-0.014095740392804146,0.6175702214241028,0.30127400159835815,-0.01773800142109394,0.6134629249572754,0.2875552475452423,-0.020401781424880028,0.6352066397666931,0.3543599247932434,-0.010138491168618202,0.633300244808197,0.33109545707702637,-0.015269159339368343,0.6310306787490845,0.316834956407547,-0.017615273594856262,0.628171980381012,0.3032662868499756,-0.0193729680031538,1
b,10,5,1,14,0.6258623600006104,0.4122876822948456,-6.978903144272408e-08,0.6161894202232361,0.40539461374282837,-0.009574328549206257,0.6060020327568054,0.39430657029151917,-0.01611175388097763,0.6033415794372559,0.3811948299407959,-0.02237384207546711,0.6084833145141602,0.3720535337924957,-0.02843368798494339,0.6105771660804749,0.3487664759159088,-0.008306959643959999,0.6047832369804382,0.3228791654109955,-0.01483675092458725,0.6013020873069763,0.3092043995857239,-0.02071901597082615,0.5996216535568237,0.2950274348258972,-0.025305312126874924,0.6185652017593384,0.3436819612979889,-0.007725408300757408,0.6122905015945435,0.3140851855278015,-0.01265410054475069,0.6082587242126465,0.29734623432159424,-0.017064077779650688,0.60535728931427,0.2834587097167969,-0.0211455300450325,0.6265996694564819,0.3453977406024933,-0.008412503637373447,0.6217440366744995,0.31688687205314636,-0.013959722593426704,0.6172410249710083,0.30098098516464233,-0.017319506034255028,0.6131371855735779,0.28740403056144714,-0.019856711849570274,0.6353838443756104,0.35350731015205383,-0.010098258964717388,0.6327011585235596,0.3308599889278412,-0.015014361590147018,0.6296916604042053,0.31650352478027344,-0.017106417566537857,0.6263904571533203,0.3032926321029663,-0.018707338720560074,1
b,10,5,1,15,0.6256858110427856,0.4174397885799408,-4.5555164973620776e-08,0.6147294640541077,0.4091513454914093,-0.009382067248225212,0.6037573218345642,0.3971908390522003,-0.015739692375063896,0.6017583608627319,0.38296419382095337,-0.021847298368811607,0.6078344583511353,0.37369686365127563,-0.027682432904839516,0.6083316802978516,0.35179680585861206,-0.007167471572756767,0.6028817892074585,0.32616478204727173,-0.013439585454761982,0.5998610258102417,0.3107767403125763,-0.019182639196515083,0.5982242226600647,0.295926570892334,-0.023795917630195618,0.6167822480201721,0.3463253378868103,-0.0069558704271912575,0.6113832592964172,0.31647801399230957,-0.012303889729082584,0.6076547503471375,0.2994711101055145,-0.016936907544732094,0.6044979095458984,0.28556305170059204,-0.020887359976768494,0.6252832412719727,0.3475520610809326,-0.008094226941466331,0.6205207705497742,0.3192594647407532,-0.013878273777663708,0.6163869500160217,0.3035992383956909,-0.01733335480093956,0.6122121810913086,0.29018983244895935,-0.019781403243541718,0.6347836852073669,0.35533803701400757,-0.010239875875413418,0.632193922996521,0.33264243602752686,-0.015377066098153591,0.6293184161186218,0.3189376890659332,-0.01759532280266285,0.6260517239570618,0.30604100227355957,-0.01919669099152088,1
